PID,text,labels
test_id_9629,নেতার উন্নয়ন মানে দেশের উন্নয়ন!নেতারা গড় আয়ে দেশ আজ মধ্যম আয়ের দেশে পরিণত হয়ে গেছে।,Neutral
test_id_3760,"এই বালের দুধের চেয়ে, ছেলেদের বিচি মনে হই বড় হবে, কাঠবডি বাল।",Negative
test_id_10330,বিহীন এ জীবনে যেন আসে এমনি স্বপ্নের ।,Positive
test_id_10815,নিশুতিতে রূপকথা শুনে শিউরে ওঠে না গা স্বপ্নে ।,Positive
test_id_274,"তুই আমার ক্রাশ ছিলি, তুই তো একটা মাগি",Negative
test_id_4204,খুবী ভাল উদ্যোগ। সব রোড উন্মুক্ত করে দিলে পর্যটকদের অনেক উপকার কবে।,Neutral
test_id_5270,মধ্যে বন্ধুত্বের প্রতীক হিসেবে বাংলাদেশ মালদ্বীপকে ১৩টি সামরিক ।,Positive
test_id_10801,শরীরে কেউ ছড়ায় না শিউলি ফুল আলোর ।,Positive
test_id_9601,লেভেল প্লেয়িং ফিল্ডের চমৎকার উদাহরণ!,Neutral
test_id_10639,একা একা রঙিন স্বপ্ন তার বুনতে সে ।,Positive
test_id_5962,হাসিনার নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান ।,Positive
test_id_6122,খানকিরে তাল গাছ দিয়ে মারতে হবে,Negative
test_id_8405,রাজনীতি হলো সেই জায়গা যেখানে জীবনের প্রায় ।,Positive
test_id_2936,ট্রেনের আওয়াজে আমাদের ডাকাডাকি ওর কানে যাচ্ছে না ।,Positive
test_id_5179,এয়ারলাইন্সের একটি বিশেষ ভিভিআইপি ফ্লাইট আগামীকাল বেলা ১৩.০০ ।,Positive
test_id_6836,"আমি নিঃসন্দেহে বলতে পারি ,তুই একটা জারজ সন্তান। কুর্তার বাচ্চা ভালো হয়ে যায়।আর দালালি ছাড়।",Negative
test_id_6577,নতুন আরেকটাকে খাওয়ার ধান্দা,Negative
test_id_3230,আরে বাবা কাপড় খুলে পিক দিলে আরো বেশি লাইক কমেন্ট আরো বেশি পাইতা।,Negative
test_id_6101,"মগের চুদা ভাই,,,তাই এরকম কথা বলে৷,,",Negative
test_id_2504,ঢাকায় ফিরে আসার কিছুদিন পর পবনকে সে ।,Positive
test_id_2045,যায় অনেক জ্ঞানী হওয়া সত্ত্বেও উপস্থাপনের ঘাটতি ।,Positive
test_id_283,এই মাগি নাটক থেকে বাদ দেওয়া হক তোরে আমি হুগা মারমু,Negative
test_id_8070,সত্য প্রকাশের জন্য ধন্যবাদ।,Neutral
test_id_8032,"ভোট কেন্দ্রে ভোটারের উপস্থিতি, বদলে দেবে সব পরিস্থিতি",Neutral
test_id_10925,মাঝে জব সলিউশন বই পড়ার নিয়ে আতঙ্ক কাজ ।,Positive
test_id_10007,তুমি ক্ষমা করে দিও আমায় কতরাত আমি ।,Positive
test_id_72,বোকাচুদা হিরো আলোম মুভি মারাছে,Negative
test_id_7597,ওয়ানডেতে উইকেট আরো স্পোর্টিং করা বোকামি হবে।,Neutral
test_id_10031,তারও বেশী মনে পড়ে যায় ফেলে আসা ।,Positive
test_id_7336,তিক,Neutral
test_id_3025,এই মাগি দের কাজ আর কি হবে,Negative
test_id_8202,একমত,Neutral
test_id_6905,তামিম খেয়ে ছেরে দিসে,Negative
test_id_8210,কাল শুনবেন দুদকে আবদুস সাত্তার এর চিঠি!,Neutral
test_id_5981,দৃশ্যমান হচ্ছে রাজধানীর যানজটসহ আরও কিছু সমস্যার কথাও ।,Positive
test_id_299,গরিবের মিয়া মালকোবা,Negative
test_id_6613,লুইচ্চা বলেইতো ভাবী একজনের নুনুর কথা আরেক জনরে বলে  .,Negative
test_id_5461,ইন্টিগ্রাল বিশ্ববিদ্যালয়ের লেডিস হোস্টেলে ওই ঘটনায় চিতাবাঘটিকে ।,Positive
test_id_728,ওস্তাদ দুধ ঢাকেন,Negative
test_id_2839,এই নতুন ইংরেজি বাক্যটা আমরা আজকেই শিখেছি ।,Positive
test_id_2885,দুইটায় এসে থামল স্টেশনের ১ নম্বর প্ল্যাটফর্মে ।,Positive
test_id_2753,হকি খেলার সাপোর্ট করতে আইসা দেখে ফুটবল চলতাছে ।,Positive
test_id_4790,"কাজে লাগার মত তথ্য দিলেন, ধন্যবাদ।",Neutral
test_id_2705,তখুনি স্যারের নজরে পড়ল আলিনূরের ক্লাসে মনোযোগ নেই ।,Positive
test_id_8592,আমরা বর্তমানে যে সভ্যতায় বসবাস করছি শত বছর ।,Positive
test_id_3451,জাহেদ খান কে বাংলা র কেউ চিনে না শুধু কুত্তা চিনে সালা আবাল চোদা ।,Negative
test_id_5751,করে এবং গুরুতর আহত ব্যক্তিদের জন্য ২০ লাখ ।,Positive
test_id_7902,অনেক অভিনন্দন কিংবদন্তী ক্রিকেটার সাকিব আল হাসানকে বই লিখার জন্যে।,Neutral
test_id_267,খানকিমাগী ফাক ফাক,Negative
test_id_4866,"এমন একটা শিরনামের অপেক্ষায় ছিলাম, কিন্তু এত তাড়াতাড়ি যে পেয়ে যাব তা ভাবিনী!",Neutral
test_id_637,হেরে খাইবো রে এহন,Negative
test_id_722,আমি তোমাকে আমার মনের মতন করে চুদবো। খানকি মাগী।,Negative
test_id_6243,জাহেদ খান তো মাগির দালাল। ওর চেয়ে হিরো আলম হাজার গুনে ভালো,Negative
test_id_10340,আসা যাওয়া প্রশ্নের জাল বুনে সুরু হয় ।,Positive
test_id_1442,যেমন ইনকাম তেমন ব্যয় সমস্যা নেই।,Neutral
test_id_4731,নিজের নামে কয়টি সিম আছে সেটা অনুসন্ধান করা কি কোন কোড আছে?,Neutral
test_id_3564,আমি মালায়শিয়া থেকে. জাহিদ কে? তাকে তো চিনলাম না। বেস্ট হিরো আলম,Negative
test_id_9363,মুক্তিযোদ্ধা-সন্তান কমান্ড নামের সংগঠন মুক্তিযোদ্ধাদের ৩০% কোটার দাবিতে শাহবাগে অবস্থান নিয়েছে,Neutral
test_id_5963,নেতৃত্বে একের পর এক উন্নয়ন দৃশ্যমান হচ্ছে ।,Positive
test_id_8921,চাহিদামতো পৃথিবীতে কিংবা চাঁদে কিংবা মঙ্গল গ্রহে শক্তি ।,Positive
test_id_364,বাহ!! বাহ!! কি সুন্দর লেংটা মাগী,Negative
test_id_356,"সালি মাগির বাচ্চা,,,,",Negative
test_id_6315,চল যাই পাটক্ষেতে,Negative
test_id_452,"তুমি পরকালে বিশ্বাস করো না,পর পরকিয়া প্রেমিকে বিশ্বাস করো খানকি মাগি কনেকার।",Negative
test_id_3623,এটা দেখার পর ঠাকুরদা কবরে বসে ডিপ্রেশনে চলে গেলো।,Negative
test_id_9641,ঐক্য ফ্রন্টকে ডাকা হয়েছে। উনাকেও না ডাকলে তো মান সম্মান থাকবে না।,Neutral
test_id_3172,মাগি হোগা ডি বাশ ডুকানো লাগবে,Negative
test_id_8440,বিশ্ববিদ্যালয় কলেজে আয়োজিত আলোচনা সভা ও সাংস্কৃতিক অনুষ্ঠানে ।,Positive
test_id_4136,আশাকরি দেশের সকল নির্বাচনী পদে স্বাধীনতার স্বপক্ষের দেশপ্রেমী প্রার্থী নির্বাচিত হয়ে আসবেন!,Neutral
test_id_8617,ব্যবহারের জন্য মানুষ উদ্ভাবন করেছে নানা ধরনের ।,Positive
test_id_11124,শিক্ষক নিয়োগ পরীক্ষা শীঘ্রই শুরু হতে পারে ।,Positive
test_id_228,জ্যোতির্ময় মালী তুমি কোন ধর্মের অনুসারী।আপনার কতায় বুঝা যার।আপনার গার্ডে দেখি লাগল,Negative
test_id_6303,কাপড় খোলাতে টাকা কম পাচ্ছেন নাকি?????,Negative
test_id_1315,৬৬ তম হয়ে পাস করেছি। মিস্টি বিতরণ করা হোক।,Neutral
test_id_9832,বুঝেছি যে হায় শিশুর মতো হতে হয় ।,Positive
test_id_5124,থাকতে রঙ অবশ্য ভুল শুধরানোর চেষ্টা করেছিলেন ।,Positive
test_id_2923,স্টেশনের যাত্রীদের কোলাহল আর চলন্ত ট্রেনের আওয়াজে ।,Positive
test_id_7078,মাগি এইভাবে কাপড় ছাড়া ছবি দিস  মরলে বুঝবি,Negative
test_id_9924,এমনি সে দিন উঠবে ভরি- চরবে গরু ।,Positive
test_id_2974,এই ভেবে যুবকটি হাত বাড়িয়ে দিলেন আলিনূরকে ।,Positive
test_id_6485,পৌষ্টকারী কন্ডম একসিন্ডেন এর বাচ্ছা।,Negative
test_id_7445,"আমার অফিসে রাজনৈতিক আলোচনা নিষিদ্ধ, আমি অফিসের সাথে একমত। তাকে নিয়েও আর কথা হবে না।",Neutral
test_id_6030,এই মাগির গুদে আগুন জালিয়ে ভাত পাক করে খাইতে পাড়তাম রাগটা একটু কমতো।,Negative
test_id_9615,বেনামে ছাত্রশিবির নির্বাচন করার একটা সুযোগ পেলো।,Neutral
test_id_7892,ইবাদতের বলে গতি আছে।আশা করি নিউজিল্যান্ডে সে ভাল করবে।,Neutral
test_id_2166,আমরা আমাদের জীবনে অনেক মানুষকে দেখেছি যারা অনেক ।,Positive
test_id_9476,তা তো হওয়ারই কথা।,Neutral
test_id_7073,"কুন খানকির পুলায় ভিডিও টা আপলোড করছে, তর মারে,,,,,,,,, , এই কন্ঠ ওনার না,",Negative
test_id_50,কবে মুক্তি পাচ্ছে তোমাদের টা?,Negative
test_id_8161,এর শেষ কোথায়?,Neutral
test_id_3313,শাক দিয়ে দুধ ঢেকে রেখে পুষ্টিহীন যুবসমাজ সৃষ্টি পায়তারা করছে বাবুল বক্সীর জাস্টফ্রেন্ড পুটুমনি,Negative
test_id_8958,পৃথিবীতে যত সহজে আমরা শক্তি ব্যবহার করতে ।,Positive
test_id_5621,অফিসে আয়ের দৌড়ে চীনের তৈরি কোরিয়ান যুদ্ধের মহাকাব্য ।,Positive
test_id_4851,খুবই ভালো উদ্যোগ। সরকারি উচ্চপদস্থ কর্মচারীদের সবাইকেই এ সুযোগ প্রদান করা যেতে পারে।,Neutral
test_id_6131,তুই একটা মাগি এখনো সময় আছে ভালো হয়ে যায়,Negative
test_id_4106,"তিনি আছেন ও থাকবেন, আপনাদের হতাশ হওয়ার কিছু নেই।",Neutral
test_id_3404,পদ্মা সেতুর একটা বাঁশ ওর গোয়া দিয়া দিতে মন চাইতাছে।।,Negative
test_id_6143,মুগরী করিব এর চোট্টা মেয়ে খানকির মেয়ে,Negative
test_id_5839,করলেও কয়েকটি সমস্যা সেই সাফল্যকে ম্লান করে ।,Positive
test_id_571,তুই পরকালে বিশ্বাস করলে তো বেস্যাগিরি করতে পারতিনা। আসলে সব দোষ তোদের জন্মে।,Negative
test_id_5202,প্রধানমন্ত্রী দেশটির প্রেসিডেন্ট ইব্রাহিম মোহাম্মদ সোলিহ’র আমন্ত্রণে গত ।,Positive
test_id_3719,শালার পো শ্লা,Negative
test_id_5687,সনি ও ডিজনির সহপ্রযোজিত ছবিটি মুক্তি পায়নি ।,Positive
test_id_9961,আমি কেন তোমাকে দুঃখ দিলেম কেমন করে ।,Positive
test_id_7352,"দুই টেস্ট, পাঁচ ওয়ানডে আর এক টি-টোয়েন্টি খেলতে দক্ষিণ আফ্রিকা দল এখন শ্রীলঙ্কায়।",Neutral
test_id_1640,কুমিল্লা বোর্ড মানেই বিশেষ কিছু,Neutral
test_id_10016,গভীরে কষ্ট নিয়ে শূণ্যতায় ডুবে গেছি আমি ।,Positive
test_id_4841,মজুরী বৃদ্ধি অন্তত মুদ্রাস্ফীতি হার থেকে বেশী হতে হবে।,Neutral
test_id_11053,আইনে বা ধর্মে কোথাও তো বলা নেই ।,Positive
test_id_222,মাদারচোদ জালাই ফেসবুকে ঢুকা য়াই না,Negative
test_id_3665,মাগিরে ভরি দে,Negative
test_id_8479,বছরের প্রথম দিন থেকে তারা তাদের সিডিউল ঠিক ।,Positive
test_id_7038,"আলোর দিশারী আপনার সরম লাগলে মেয়েদের পেন্টি দিয়া মুখ চেপে ধরেন,,",Negative
test_id_1403,আহা,Neutral
test_id_8517,করোনা শীতকালে বাড়লেও আমাদের দেশে প্রতিবছর মার্চ ।,Positive
test_id_9760,"এই ঘটনায় শুধু যে দুজন মরেছে তা নয়, সামনে
 ,সমাজে ঘুণে ধরে গেছে",Neutral
test_id_3655,"জায়েদ খান ভাই, আপনি খানকি?",Negative
test_id_2030,বিশ্ববিদ্যালয় থেকে আপনি আনকন্ডিশনাল অফার লেটার পেলে আপনি ।,Positive
test_id_6336,পর্ন স্টার মিয়া খলিফার বড় আপু।।উনিও,Negative
test_id_6103,আমার বাসা টা খালি চাইলে এইখানে এসে চিল করে যেতে পারিস,Negative
test_id_11112,ওনাদের পবিত্র ও ভালো কাজের জন্য শুভ ।,Positive
test_id_9701,এ রকম গুনি মানুষকে অবমুক্ত করা কি ঠিক হয়েছে?,Neutral
test_id_10581,থাকবো যতটুকু ভালবাসা সম্ভব ততটুকু ভালবাসবো স্বপ্নেও ওম ।,Positive
test_id_3106,আন্তর্জাতিক পতিতার জানালা তো সবসময় খোলা ছিল।,Negative
test_id_10333,বর্ণ বিহীন এ জীবনে যেন আসে এমনি স্বপ্নের ।,Positive
test_id_342,পতিতার বাচ্চা। বাংলাদেশ থেকে ভারত যাইয়া পতিতা গিরি শুরু করে দিয়েছিস।,Negative
test_id_5862,সমস্যা সেই সাফল্যকে ম্লান করে দিচ্ছে বলে মন্তব্য ।,Positive
test_id_2375,সাপ দেখেছ ঠিক ও রকম কালো গোখরো ।,Positive
test_id_1122,আহারে সরকারী চাকুরীজীবিরা কত্তো সুবিধা পায়,Neutral
test_id_9026,জেনে ওষুধ দিলে সেটি হবে অন্ধকারে ঢিল ছোড়ার ।,Positive
test_id_2674,আশপাশের তিনটি স্কুলের অন্তত গোটা দশেক ছেলে ।,Positive
test_id_9966,কেমন করে এতো অচেনা হলে তুমি কিভাবে ।,Positive
test_id_9495,"তার আগে শেষ হলেই ভালই হয়, কারণ পয়সা দিয়েও গ্যাস পাচ্ছি না",Neutral
test_id_10289,দেখেছি হারিয়ে গেছে তরতাজা সময় হারিয়ে যেতে করেনি ।,Positive
test_id_850,ওর নাম সাফা ওর মাথা আছে ফাকা বুক আছে খোলা,Negative
test_id_9586,বাংলাদেশে এখন দলীয় সরকারের অধীন নির্বাচন সম্ভব নয়৷ তত্ত্বাবধায়ক সরকার অতীব জরুরী ।,Neutral
test_id_9460,বর্তমান সরকার ও নির্বাচন কমিশনের অধীনে আর কোনো নির্বাচনে অংশ নেবে না কৃষক-শ্রমিক-জনতা লীগ।,Neutral
test_id_2081,তাহলে কি স্বপ্ন পূরণ হবে না আরাফাতের ।,Positive
test_id_595,সাফা কবির ও জনি সিন্সের নতুন ভিডিও আসতেছে যাদের লিংক লাগবে তাড়াতাড়ি ইনবক্স করও,Negative
test_id_10509,দেখে অবাক কোনো রাতে মাঝে মাঝে গল্প বলি ।,Positive
test_id_9483,এটা ঠিক বলেছেন। বিএনপি এসে যদি আপনাদের আইনই বলবত রাখে তবে বাকস্বাধীনতা থাকবে কী করে!,Neutral
test_id_6866,ভাইরাল হতে চাও পিক না দিয়ে লিংক সহ ভিডিও দাও  কানকি_মাকি,Negative
test_id_5667,নতুন ছবিটির আয় বিশ্বব্যাপী বক্স অফিসে ১০০ ।,Positive
test_id_5207,যোগ্য স্বাস্থ্য পেশাদারদের নিয়োগ এবং যুব ও ।,Positive
test_id_691,আমার ফ্রেন্ড লিস্ট এর সব চুদির ভাই গুলাই আছে কমেন্ট এ,Negative
test_id_11254,দিবে সেটা বুঝে ওঠতে ওঠতেই পরীক্ষার তারিখ ।,Positive
test_id_9371,আসামীকে হাতের মুঠোয় পেয়েও অস্ত্রধারী নিয়াজুলকে তাঁরা খুঁজছেন!,Neutral
test_id_3122,তুই ইন্ডিয়ান দালাল ছাড়া আর কিছুই নয় শালা বেশ্যার ঘরে জন্ম,Negative
test_id_3490,শালিকে চুদা দরকার বেশ্যা মাগি,Negative
